Chapter_Name,Chapter_Content
Libro Segundo - III,"No debe llamarse pasión a ninguna de estas impresiones fortuitas que conmueven el ánimo, porque éste antes las soporta que las agita. La pasión consiste no en ser conmovido por la apariencia de los objetos exteriores, sino en abandonarse a ella y continuar la sensación accidental. Engáñase quien crea que la palidez, las lágrimas, la excitación de deseos impuros, un suspiro profundo, el repentino brillo de los ojos u otra cualquiera emoción parecida, son indicios de pasión o manifestación del ánimo, no comprendiendo que no pasan de impulsos corporales. Así es que muchas veces el hombre más valeroso palidece al empuñar las armas, y ante la señal del combate el soldado más audaz ha experimentado temblor en las rodillas: al general más grande puede palpitar el corazón antes del choque de dos ejércitos; y el orador más elocuente, cuando se dispone a hablar siente erizársele el cabello. Pero la ira no debe conmoverse solamente, sino lanzarse adelante, porque es un impulso. Ahora bien: no existe impulso sin el consentimiento del ánimo, y no es posible que se trate de venganza y de castigo sin conocimiento del alma. Júzgase alguno ofendido, quiere vengarse; una causa cualquiera le disuade, y en el acto se detiene. A esto no lo llamo ira, sino movimiento del ánimo que obedece a la razón. Ira es lo que sobrepuja a la razón y la arrastra con ella. Luego esa primera turbación del ánimo que produce la apariencia de la injuria, no es más ira que la misma apariencia de la injuria; pero el arrebato ulterior, que no solamente recibió la apariencia que la admitió, este es la ira, la sublevación del ánimo, que, con voluntad y reflexión, se encamina a la venganza. ¿Puede dudarse que el miedo impulsa a huir y la ira a avanzar? No creas, pues, que pueda buscarse o evitarse algo sin consentimiento de la mente."
Libro Segundo - IV,"Para que sepas cómo nacen las pasiones, crecen y se desarrollan, te diré que el primer impulso es involuntario, siendo como preparación de la pasión y a manera de empuje: el segundo se realiza con voluntad fácil de corregir, como cuando pienso que necesito vengarme porque he sido ofendido, o que debe castigarse a alguno porque ha cometido un crimen: el tercero es tiránico ya; quiere vengarse, no porque sea necesario, sino aunque no lo sea, y éste vence a la razón. No podemos evitar por medio de la razón la primera impresión del ánimo, ni más ni menos que esas impresiones del cuerpo de que ya hemos hablado, como bostezar cuando se ve bostezar a los demás, y cerrar los ojos cuando bruscamente nos acercan a ellos la mano. Estos movimientos no puede impedirlos la razón; tal vez el hábito y constante vigilancia atenuarán los efectos. El segundo movimiento, que nace de la reflexión, por la reflexión se domina (...)."
Libro Segundo - V,"Ahora hemos de examinar si los que tienen hábito de crueldad, que se complacen en derramar sangre, se encuentran dominados por la ira cuando matan a aquellos de quienes no han recibido injurias ni creen haberlas recibido: como fue Apollodoro, como fue Phalaris. Esto no es ira, es ferocidad: no dada por haber recibido injuria, y hasta se encuentra dispuesta a recibirla con tal de dañar, y hiere y desgarra, no por venganza, sino por placer. Pues bien, el origen de estos crímenes es la ira: a fuerza de ejercerse y abrevarse, llega al olvido de la clemencia, borra del ánimo todo pacto humano, y al fin se trasforma en crueldad. Así es que los crueles por pasatiempo ríen y se complacen, se embriagan en profunda delicia y su semblante está muy lejos de expresar ira. Dícese que Aníbal, al ver un foro lleno de sangre humana, exclamó: «¡Hermoso espectáculo!» ¡Cuánto más hermoso le pareciera si la sangre hubiese llenado un río o un lago! ¿Cómo extrañar que tal espectáculo te agrade, cuando naciste en la sangre y desde la infancia te educaron en la matanza? Durante veinte años la fortuna de tu crueldad te acompañará con sus favores, y por todas partes ofrecerá a tus ojos tan dulce espectáculo; contemplárasle alrededor del Trasimeno y de Cannas, y después en torno de tu Cartago. En otro tiempo, bajo el divino Augusto, Voleso, procónsul del Asia, después de hacer perecer bajo el hacha en un solo día trescientas personas, paseando regocijado en medio de los cadáveres, como si hubiese realizado algo grande y notable, exclamó en griego: «¡Oh regia acción!» ¿Qué hubiese hecho siendo rey? No fue aquello ira, sino un mal mayor y más incurable (...)."
Libro Segundo - VI,"«Dícese que así como la virtud es propicia a las acciones honestas, así también debe irritarse contra las vergonzosas». ¿Por qué no añaden que la virtud debe ser a la vez baja y sublime? Esto es precisamente lo que dice el que quiere ensalzarla y rebajarla al mismo tiempo; porque el placer de contemplar una buena acción tiene algo de grande y levantado, y la ira por delito ajeno arranca de corazón bajo y estrecho. Nunca descenderá la virtud hasta imitar los vicios que combate: esforzárase principalmente en reprimir la ira, que nunca es mejor, y con frecuencia es peor, que los vicios que la irritan. Propias y naturales son de la virtud la alegría y satisfacción; la ira es inferior a su dignidad, de la misma manera que la tristeza, y la tristeza es compañera de la ira, y en ella cae, sea después del arrepentimiento sea después del fracaso. Si es propio del sabio irritarse contra las faltas, tanto más se irritará cuanto mayores sean, y se irritará con frecuencia; de lo que se sigue que el sabio será no solamente un hombre irritado, sino irascible. Y si no creemos que en el ánimo del sabio deba encontrar acceso ira profunda ni ira frecuente, ¿por qué no librarle completamente de esta pasión? porque, lo repito, no puede tener límite alguno si ha de irritarse por los actos de cada cual. El sabio habrá de ser injusto si se irrita igualmente con delitos desiguales, o muy irascible sí se irrita cada que un crimen merezca su ira. Ahora bien: ¿qué cosa más indigna que hacer depender de la malicia ajena los sentimientos del sabio? Ni Sócrates podrá volver a casa con el mismo semblante que salió."
Libro Segundo - VII,"Además, si el sabio debiera irritarse contra las acciones vergonzosas, si debiera conmoverse y entristecerse por todas las maldades, nada habría más amargo que la sabiduría: toda su vida pasaría entre la ira y la tristeza. ¿Habrá algún momento en que el sabio no vea cosas censurables? Siempre que salga de su casa tendrá que atravesar entre multitud de malvados, avaros, pródigo libertinos, contentos todos con sus vicios: en ningún parte fijará los ojos sin encontrar algo que les indigne. No podrá bastar él solo si ha de ejercitar su ira siempre que las circunstancias lo exijan. Esos millares de litigantes que desde el amanecer corren al Foro, ¿qué infames procesos promueven, y por medio de qué abogados más infames aún? Uno acusa los rigores paternales como si no fuese bastante haberlos merecido; otro pleitea contra su madre; éste se hace delator de un crimen de que públicamente le acusan; aquél, elegido por juez, condena los delitos que acaba de cometer, y simpatiza la multitud con la mala causa, merced a las bellas palabras de un orador. Pero ¿a qué descender a detalles? Cuando hayas visto el Foro ocupado por la multitud, inundado el recinto del Campo de Marte por muchedumbre de ciudadanos, y el Circo donde se aglomera la mayor parte del pueblo, ten presente que allí hay tantos vicios como hombres. No hay paz en medio de aquellas togas, y por mínimo interés uno está dispuesto a sacrificar al otro."
Libro Segundo - VIII,"Nadie gana sino con daño de otro: se detesta a los felices y se desprecia a los desgraciados; los humillados por los grandes humillan a los pequeños; a todos animan diferentes pasiones, y todo lo destruirían por leve placer o ligero provecho. Esta es vida de gladiadores que habitan en común para pelear unos con otros. Esta es sociedad de fieras, exceptuando que las fieras son mansas entre sí y se abstienen de desgarrar a sus semejantes, mientras el hombre quiere la sangre del hombre. En una cosa sola se distingue de los animales: en que estos deponen su furor ante el que les lleva el pasto, mientras que la rabia del hombre devora a los que le alimentan. Nunca cesará de irritarse el sabio si una vez comienza. Lleno está todo de crímenes y vicios, y se cometen muchos más de los que pueden corregirse con la coerción. Trabada esta empeñada lucha de maldad, diariamente aumenta el apetito del mal y va siendo menor la vergüenza. Desterrando todo respeto de lo honesto y lo justo, la pasión se precipita a su capricho, y ya no se ocultan los crímenes en la sombra, sino que caminan a la vista: la depravación se ha hecho tan común, y de tal manera domina en los corazones, que la inocencia no es escasa ya sino nula. ¿Acaso son pocos y raros los que violan la ley? Por todas partes, y como a señal dada, precipítanse todos para confundir el bien y el mal.  ...Non hospes ab hospite tutus,  Non socer a genero; fratrum quoque gratia rara est.  Imminet exitio vir conjugis, illa mariti.  Lurida terribiles miscent aconita novercæ.  Filius ante diem patrios inquirit in annos. [2]  Esta es pequeña parte de los crímenes, porque no describe un Pueblo dividido en dos campos enemigos, los padres y los hijos ligados por juramentos diferentes, la patria entregada a las llamas por la mano de un ciudadano, y la caballería registrando con rabia por todas partes para descubrir el refugio de los proscritos, y las fuentes públicas emponzoñadas, y la peste propagada con la mano, y los fosos abiertos por nosotros mismos en derredor de nuestros padres sitiados, llenas las cárceles, y el incendio devorando ciudades enteras y dominaciones funestas, y las ruinas de los estados y de los reinos tramadas en secretos consejos, y la gloria atribuida a acciones que son crímenes cuando se las puede reprimir; los raptos y violaciones, y el libertinaje que ni siquiera exceptúa la boca."
Libro Segundo - IX,"Añade ahora los perjurios públicos de las naciones, las violaciones de tratados, la fuerza haciendo presa de todo lo que no puede resistirla, las captaciones, robos, fraudes, negaciones de depósitos, para cuyos delitos no bastan nuestros tres Foros. Si pretendes que el sabio se encolerice en proporción de la enormidad de los crímenes, no habrá de experimentar ira, sino demencia. Pero mejor es que creas que no deben irritar los errores: ¿que dirías si se encolerizaren contra aquellos que marchan con paso vacilante en las tinieblas, contra los sordos que no oyen una orden, contra el esclavo que descuida el cumplimiento de sus deberes para contemplar los juegos y necios divertimientos de sus iguales? ¿qué dirías si se irritasen contra los enfermos viejos o extenuados? Debe colocarse entre las demás enfermedades de los mortales la oscuridad de la mente, y no solo existe necesidad de errar, sino también amor al error. Para no irritarte contra algunos, has de perdonarlos a todos; necesario es conceder indulgencia al género humano. Si te irritas contra los jóvenes y los ancianos porque delinquen, debes irritarte contra los niños porque han de delinquir. ¿Y existe alguien que se irrite contra los niños cuya edad no puede discernir nada aún? pues la excusa es más fuerte y más justa para el hombre que para el niño. Condición de nuestro nacimiento es estar expuestos a tantas enfermedades de alma como de cuerpo, no por debilidad o lentitud de inteligencia, sino por el mal uso de su penetración, viniendo a ser unos para otros ejemplos de vicio. Cada cual sigue al que le precede en el mal sendero; ¿cómo no excusar al que se extravía en camino público?"
Libro Segundo - X,"La severidad del General se ejerce en los individuos; pero es necesaria la indulgencia cuando ha desertado todo el ejército. ¿Quién disipa la ira del sabio? la multitud de culpables, porque comprende cuán injusto y peligroso es irritarse contra el vicio público. Cuantas veces salía Heráclito y veía en derredor suyo tantos que vivían mal, o mejor dicho, que morían mal, lloraba y se compadecía de todos aquellos que encontraba felices y contentos; acción propia de espíritu sensible, pero demasiado débil, encontrándose él mismo en el número de los que merecían compasión. Demócrito, por el contrario, nunca se encontraba en público, según dicen, sin reír; tan lejos estaba de considerar grave lo que se trataba gravemente. ¿Qué objeto de ira existe aquí abajo? Necesario es reír o llorar por todo. No, el sabio no se irritará contra los delitos. ¿Por qué? porque sabe que nadie nace sabio, sino que se llega a serlo, y que un siglo entero produce muy pocos; porque tiene delante de los ojos la condición de la naturaleza humana, y ninguna mente sana se irrita contra la naturaleza. ¿Se asombrará de que no produzcan sabrosos frutos los matorrales silvestres? ¿Extrañará que no den productos útiles las espinas y abrojos? Nadie se irrita contra una imperfección que excusa la naturaleza. El sabio, pues, sereno y justo ante los errores, no es enemigo, sino corrector de los que delinquen; y diariamente se dice: «Encontraré muchos ebrios, muchos libertinos, muchos ingratos, muchos avaros y otros muchos agitados por las furias de la ambición»; y a todos los considerará con igual benevolencia que el médico considera a los enfermos. ¿El dueño de la nave cuya trabazón desunida hace agua por todas partes, se irrita contra los marineros o contra la nave? No, antes corre al encuentro del peligro, cerrando el paso al agua, arrojando la que ha penetrado, obstruyendo las aberturas visibles, combatiendo con trabajo continuo las filtraciones ocultas que insensiblemente van llenando la sentina, y no cesa porque el agua se renueva a medida que se la expulsa. Necesaria es perseverante asistencia contra los males continuos y fecundos, no para que desaparezcan, sino para que no triunfen."
Libro Segundo - XI,"«La ira es útil, dicen, porque libra del desprecio, porque asusta a los malvados». En primer lugar, si la ira es tan potente como sus amenazas, por lo mismo que es terrible, es odiosa. Más peligroso es ser temido que ser despreciado. Pero si no es fuerte, se expone mucho más al desprecio y no evita la irrisión: ¿qué cosa más fría que la ira agitándose en el vacío? En segundo lugar, de que una cosa sea terrible, no se sigue que sea poderosa: y no quisiera que se diese al sabio un arma que pertenece también a la fiera, el terror. ¡Cómo! ¿no se teme la fiebre, la gota o una llaga cancerosa? ¿encuéntrase por esto algo bueno en estos males? Al contrario, ¿no inspiran repugnancia y horror precisamente porque se les teme? La ira por sí misma es deforme y poco temible, pero muchos la temen como teme el niño a las personas deformes. Y además ¿el temor no recae sobre aquel que lo inspira, no pudiendo nadie hacerse temer y quedar tranquilo? Recuerda aquel verso de Laberio, recitado en el teatro en plena guerra civil y que todo el pueblo recibió como expresión del sentimiento público:  Necesse est multos timeat, quem multi timent. [3]  La naturaleza ha establecido que aquel que es grande por el temor de los demás no escape a sus propios temores. El corazón del león se estremece al ruido más ligero: una sombra, un sonido, un olor extraño turba a los animales más feroces. Todo lo que asusta tiembla a su vez. No existe, pues, razón para que el sabio desee que le teman."
Libro Segundo - XII,"No ha de creerse que la ira sea algo grande porque infunda temor; pues también se teme a las cosas más viles, los venenos, las tortas mortíferas y la mordedura del reptil. No debe admirar que manadas de fieras queden detenidas y sean rechazadas hacia las trampas por un cordón de plumas de diferentes colores, llamado por el efecto que producen formido (espanto). Los seres irracionales se asustan irracionalmente. El movimiento de un carro, el cambiante aspecto de una rueda hace entrar al león en su jaula; el gruñido del cerdo asusta al elefante. Así también se teme la ira como el niño a las tinieblas, y las fieras a las plumas rojas: la ira no tiene en sí misma ninguna firmeza, ningún valor; pero intimida a los ánimos débiles. «Habrás de suprimir de la naturaleza la maldad, dicen, si quieres suprimir la ira; pero no puedes hacer lo uno ni lo otro». En primer lugar, podemos preservarnos del frío, aunque el invierno sea propio de la naturaleza, y del calor, aunque existen meses de verano; bien sea porque las condiciones del paraje pongan a cubierto de las inclemencias de la estación, bien sea que las costumbres del cuerpo triunfen de ambas sensaciones. En segundo lugar, invierte el argumento: necesario es suprimir la virtud del alma antes de dar entrada a la ira, porque los vicios no coexisten con las virtudes; tan imposible es que el mismo hombre sea a la vez iracundo y sabio, como enfermo y robusto. «Imposible es, dicen, suprimir completamente del alma la ira, no permitiéndolo la naturaleza del hombre». Nada hay tan difícil y penoso que la mente humana no pueda vencer, con lo que no pueda familiarizarla constante ejercicio; no hay pasión tan desenfrenada e indomable que no pueda doblegarse al peso de la disciplina. El ánimo obtiene todo lo que a sí mismo se manda. Algunos han conseguido no reír jamás; otros se han prohibido el vino; éstos las mujeres; aquéllos, en fin, todas las bebidas. Conténtase uno con breve sueño, y prolonga infatigables vigilias; otros han aprendido a subir corriendo por cuerdas estiradas, a elevar pesos enormes, casi superiores a las fuerzas humanas, a sumergirse a profundidades inmensas y a permanecer debajo del agua sin respirar."
Libro Segundo - XIII,"Otras mil cosas existen en las que la perseverancia ha vencido todos los obstáculos, y prueban que nada es difícil cuando el alma se ha impuesto a sí misma la paciencia. En los hechos que acabo de mencionar, el premio era nulo o muy inferior a trabajo tan obstinado. En efecto, ¿qué cosa magnífica gana el que ha aprendido a correr por la cuerda tirante, a cargar sus hombros con enormes pesos, a no someter sus ojos al sueño, a penetrar en el fondo del mar? Y sin embargo, por escaso provecho, la perseverancia ha conseguido su objeto. ¿Y nosotros no invocaremos en nuestro auxilio la paciencia que tan hermosa recompensa nos reserva, la inalterable tranquilidad del alma feliz? ¿No es gran victoria libertarse de ese mal tan temible, la ira, y al mismo tiempo de la rabia, la violencia, la crueldad, el furor y demás pasiones que le acompañan? No debemos buscar patrocinio para nosotros mismos, ni derecho a excusarnos diciendo: o es útil o es inevitable; porque ¿qué vicio ha carecido nunca de abogado? No debe decirse que la ira no puede curarse: los males que nos afligen no son incurables, y la naturaleza misma que nos creó para el bien, nos ayuda, si queremos enmendarnos. Además, el camino de la virtud no es, como algunos han creído, áspero y difícil, sino que se marcha por él con planta segura. No vengo a referiros cosas vanas: fácil es el camino hacia la vida feliz; emprendedlo solamente bajo buenos auspicios y con favorable asistencia de los dioses. Mucho más difícil es hacer lo que hacéis: ¿qué hay más grato que la tranquilidad del ánimo? ¿qué más laborioso que la ira? ¿qué más tranquilo que la clemencia? ¿qué más atareado que crueldad? La castidad siempre está en calma, el libertinaje siempre ocupado, y todas las virtudes, en fin, se conservan fácilmente, manteniéndose los vicios con grandes trabajos. ¿Debe contrarrestarse la ira? Así lo confiesan en parte los que dicen que debe moderarse. Proscribámosla por completo, puesto que para nada puede servir. Sin ella, con más facilidad y seguridad se suprimirán los delitos, se castigará a los malvados y se les atraerá al bien."
Libro Segundo - XIV,"Todo lo que el sabio debe hacer, lo hará sin el auxilio de cosa mala, y no apelará al uso de una pasión cuyos extravíos tendrá que vigilar con inquietud. Nunca, por lo tanto, debe admitirse la ira; podrá fingirse algunas veces cuando sea necesario despertar la atención de espíritus cansados, como se excita con el látigo o la antorcha a los caballos tardos para emprender la carrera. Necesario es a las veces que el temor obre en aquellos con quienes nada puede la razón. Pero irritarse no es más útil que afligirse o asustarse. «¡Cómo! ¿no sobrevienen ocasiones que provocan la ira?» Pues en estos casos principalmente se debe luchar contra ella: y no es difícil vencer el ánimo, cuando se ve al atleta, que solamente se ocupa de la parte más vil de sí mismo, soportar, sin embargo, los golpes y el dolor para agotar las fuerzas de su contrario, y no hiere cuando a ello le impulsa la ira, sino cuando encuentra ocasión propicia. Asegúrase que Pirro, aquel gran maestro de ejercicios gímnicos, acostumbraba encargar a sus discípulos que no se irritasen; porque la ira perjudica al arte y ve donde debe herir, pero no donde debe precaverse. Así es que muchas veces aconseja paciencia la razón, venganza la ira, y de un mal, que al principio podíamos evitar, caemos en otro mayor. Personas hay que, por no haber sabido soportar tranquilamente una palabra ultrajante, fueron desterradas; las hay que no queriendo pasar en silencio una injuria leve, tuvieron que soportar gravísimos males, y quienes, indignándose porque cercenaban pequeñísima parte a su plena libertad, se atrajeron el yugo servil."
Libro Segundo - XV,"«Para que te convenzas, dicen, de que la ira tiene en sí algo de generoso, verás libres los pueblos más irascibles, como los Germanos y los Scitas». Esto sucede porque las almas fuertes y naturalmente enérgicas, antes de ablandarlas la civilización, son propensas a la ira. Ciertos sentimientos solamente brotan en los espíritus mejores, como en terrenos fecundos, aunque incultos, crecen árboles robustos; pero son muy diferentes los productos de las tierras cultivadas. Así, pues, esos ánimos, naturalmente enérgicos, son iracundos; fogosos y viriles, nada mezquino y débil encierran; más esta energía es imperfecta, como todo lo que se desarrolla sin arte, por la fuerza sola de la naturaleza; y si no se les doma desde el principio, estos gérmenes del verdadero valor degeneran en audacia y temeridad. ¡Cómo! ¿no vemos unirse a la dulzura de carácter debilidades análogas, como la piedad, el amor, el pudor? Por esto te mostraré el buen carácter por sus mismas imperfecciones; pero no dejan por ello de ser defectos, aunque sean indicios de buen natural. Además, todos esos pueblos en su salvaje independencia, se parecen a los leones y a los lobos, que no pueden obedecer ni mandar. No existe en ellos la fuerza del carácter humano, sino la irritabilidad de las fieras, y nadie puede gobernar si no sabe gobernarse."
Libro Segundo - XVI,"Por esta razón, casi siempre ha pertenecido el mando a los pueblos de las regiones templadas: el carácter de los que habitan los hielos del Septentrión, es salvaje, como dice el poeta:  ...Suoque simillima cœlo [4]  «Considéranse, dicen, como más generosos los animales más iracundos». Es grave error presentar los animales como ejemplo del hombre, cuando en vez de razón, solamente tienen impulso; y el hombre, en vez de impulso, tiene razón. Y tampoco les mueve a todos el mismo impulso. Al león le ayuda la ira; al ciervo, el temor; al buitre, la impetuosidad; a la paloma, la fuga. ¿Y es cierto, por otra parte, que sean mejores los animales más iracundos? Concederé que las fieras, que viven de su presa, sean tanto más fuertes, cuanto más furiosas; pero alabaré en el buey la paciencia; en el caballo, la docilidad al freno. ¿Mas por qué rebajar al hombre a tan infelices ejemplos, cuando tienes delante de ti al universo y Dios, que siendo el único entre todos los animales que puede imitarlo, es el único que lo comprende? «A los iracundos, dicen, se les tiene por los más francos». Porque se les compara con los astutos y sutiles, y parecen francos porque se descubren: yo no les llamaría francos, sino incautos. Este es el nombre que damos a los necios, a. los libertinos, a los pródigos y demás viciosos poco reservados."
Libro Segundo - XVII,"«Algunas veces, dicen, el orador que se arrebata es más elocuente». Di más bien que finge arrebato, porque los histriones, con su energía, conmueven al pueblo, no porque están irritados, sino porque imitan bien la ira. Así es que delante de los jueces, ante las asambleas populares y donde quiera que intentemos mover los ánimos a nuestro impulso, fingiremos en tanto ira, en tanto temor, en tanto compasión, para inspirarla a los demás; y frecuentemente, lo que no hubiera conseguido una emoción verdadera, lo conseguirá otra fingida. «El alma es débil, dicen, si carece de ira». Verdad es, si no hay nada más poderoso que la ira. No conviene ser ladrón, ni robado, ni compasivo, ni cruel; lo uno sería demasiada debilidad de ánimo, lo otro demasiada dureza. El sabio debe guardar el término medio; y si es necesario obrar con vigor, emplee la energía y no la ira."
Libro Segundo - XVIII,"Habiendo tratado lo concerniente a la ira, pasemos a sus remedios. En mi opinión, son de dos clases: unos para no caer en ella, otros para preservarnos de sus faltas. Así como en la medicina del cuerpo hay remedios para conservar la salud y otros para restablecerla, así también no son iguales los medios para repeler la ira y para triunfar de ella. Algunos preceptos abrazarán la vida entera, y se dividirán entre la educación y las edades sucesivas. La educación exige especial cuidado, y sus frutos se recogen en lo porvenir; porque es cosa fácil amoldar los espíritus tiernos aún, y difícil extirpar los vicios que han crecido con nosotros. La naturaleza de los espíritus, vehementes es harto ocasionada a la ira; porque así como hay cuatro elementos, fuego, agua, aire y tierra, existen cuatro potencias correspondientes, frío, calor, humedad y sequía. De la mezcla de los elementos resulta la variedad de parajes, animales, cuerpos y costumbres, arrastrando a los espíritus diferentes inclinaciones, según la fuerza del elemento que en él domina. por esta razón decimos que tales regiones son húmedas o secas, frías o cálidas. Las mismas diferencias se encuentran entre los animales y entre los hombres."
Libro Segundo - XIX,"Lo importante es en qué medida contiene cada cual el calor y la humedad; la proporción dominante de cada elemento determinará las inclinaciones. El elemento cálido producirá iracundos, porque el fuego es activo y persistente. El elemento frío hará tímidos, porque el frío embota y comprime. Por esta razón, algunos filósofos de los nuestros pretenden que la ira brota del pecho cuando la sangre hierve en derredor del corazón; y no hay otra razón para asignar con preferencia este asiento a la ira, sino que el pecho es la parte más caliente de todo el cuerpo. En los que domina el principio húmedo, la ira crece poco a poco, porque no está preparado en ellos el calor, sino que lo adquieren por el movimiento. Así es que la ira de las mujeres y de los niños antes es viva que profunda, siendo débil en su principio. en las edades secas, la ira es violenta y sostenida, pero sin aumento, progresando poco porque al calor, que ya declina, le reemplaza pronto el frío. Los ancianos son susceptibles y quisquillosos, como los enfermos y convalecientes y aquellos a quienes el cansancio o pérdida de sangre han agotado el calor. En igual condición se encuentran los atormentados por el hambre y la sed, los que tienen sangre pobre y los debilitados por mala alimentación. El vino inflama la ira, porque aumenta el calor, según el temperamento de cada cual."
Libro Segundo - XX,"Algunos se enfurecen en la embriaguez, otros (...) heridos. Tampoco existe otra causa para que los iracundos tengan el cabello rojo y la tez encendida, poseyendo naturalmente el color que la ira da de ordinario a los demás, porque su sangre es muy movible y agitada. Pero de la misma manera que la naturaleza produce temperamentos dispuestos a la ira, así también muchas causas accidentales tienen el mismo poder que la naturaleza. Las enfermedades o padecimientos del cuerpo producen estos efectos; en otros el trabajo, continuas vigilias, noches inquietas, la ambición, el amor, en fin, toda causa que afecta al cuerpo y al alma, prepara la mente enferma a la irascibilidad. Pero estas cosas solamente son principios y causas, estribando todo en el hábito, que si es profundo, alimenta al vicio. Difícil es, sin duda, cambiar el carácter, y no es posible transformar los elementos una vez combinados en el que nace; pero conveniente es saber que a los espíritus fogosos se debe prohibir el vino. Platón cree que debe negarse a los niños, y prohíbe alimentar el fuego con el fuego. Tampoco se los debe sobrecargar de alimentos que dilatan el cuerpo, porque los espíritus se entumecen con ellos. El trabajo debe ejercitarles sin fatigarles, de manera que disminuya su calor sin extinguirse y su excesivo ardor arroje la espuma. También son útiles los juegos, porque moderados placeres aflojan y dulcifican los ánimos. Los temperamentos húmedos, secos y fríos no están expuestos a la ira, pero han de temer defectos más grandes, la cobardía, irresolución, abatimiento y desconfianza."
Libro Segundo - XXI,"Estos caracteres necesitan blandura y dulzura, que les lleven a la alegría. Y como han de emplearse contra la ira diferentes remedios que contra la tristeza, y estos defectos exigen tratamientos no solamente diversos sino contrarios, combatiremos siempre al más saliente. Mucho importa, repito, que los niños reciban desde muy temprano saludable educación. Tarea difícil es esta, porque debemos atender a no alimentar en ellos la ira y a no embotar su ánimo. Este asunto reclama diligente observación. Tanto lo que conviene cultivar como lo que se necesita extinguir, se nutre de los mismos alimentos, y lo semejante con facilidad engaña hasta al más atento. El espíritu abusa de la licencia; se deprime en la servidumbre; los elogios le exaltan inspirándole noble confianza en sí mismo, pero al mismo tiempo engendran la insolencia y la irascibilidad. Necesario es, pues, mantener al niño igualmente alejado de ambos extremos, a fin de poder emplear unas veces el freno y otras el aguijón, y no se le imponga nada humillante ni servil. Que nunca necesite pedir suplicando, ni le aproveche la súplica; que nada se le dé sino por consideración de él mismo, de su conducta pasada o buenas promesas para el porvenir. En sus luchas con los compañeros, no se consienta que sea vencido ni que se encolerice; procuremos que sea amigo de aquellos con quienes acostumbra rivalizar, con objeto de que en los certámenes se acostumbre, no a herir, sino a vencer. Cuantas veces triunfe o haya realizado algo laudable, dejémosle que se gloríe, pero que no se aplauda con exceso, porque la alegría lleva a la embriaguez, la embriaguez al orgullo y a elevada idea de sí mismo. Concederémosle algún descanso, pero no le dejaremos ablandarse en la ociosidad y la pereza, y le mantendremos alejado del contacto de las voluptuosidades. Nada hace tan irritable como educación blanda y complaciente, y por esta razón cuanta más indulgencia se tiene con un hijo único, cuanto más se concede a un pupilo, más se corrompe su ánimo. No soportará una ofensa aquel a quien nunca se negó nada, aquel cuyas lágrimas enjugó siempre tierna madre, que constantemente tuvo razón contra su pedagogo. ¿No ves que las riquezas más grandes van acompañadas siempre de las iras mayores? Este vicio se muestra principalmente en los ricos, en los nobles, en los magistrados cuando la fortuna hincha y levanta todo lo que hay de vano y frívolo en el corazón. La prosperidad alimenta la cólera, cuando la muchedumbre de aduladores asalta los oídos del soberbio y le dice: No te mides por tu altura, voluntariamente te rebajas; y otras lisonjas a las que difícilmente resistiría un espíritu sano y sólidamente fundado desde antiguo. Necesario es, pues, alejar la infancia de toda adulación; que oiga la verdad; que algunas veces conozca el temor y siempre el respeto; que rinda homenaje a la ancianidad; que nada consiga por la ira. Ofrézcasele cuando esté tranquilo, aquello que se le negó cuando lloraba; que tenga en perspectiva y no en uso las riquezas paternas, y que se le repruebe toda mala acción."
Libro Segundo - XXII,"Importante es para esto elegir preceptores y pedagogos de plácido carácter. Todo lo tierno se adhiere a lo inmediato y crece conformándose con ello: el adolescente reproduce muy pronto las costumbres de las nodrizas y pedagogos. Un niño educado en casa de Platón y llevado a la casa paterna, viendo irritarse a su padre gritando, dijo: «Nunca vi eso en casa de Platón». Pero no dudo que más bien imitaría a su padre que a Platón. Sea ante todo frugal la alimentación del niño, sin lujo sus trajes y semejantes a los de sus compañeros. No se irritará al verse comparado a los demás, si desde el principio le haces igual al mayor número. Pero todo esto se refiere solamente a nuestros hijos. En cuanto a nosotros, si la suerte del nacimiento y de la educación no deja lugar al vicio ni a los preceptos, habremos de ordenar los días que nos quedan. Debernos, pues, combatir contra las causas primeras. Causa de la ira es la idea de que se ha recibido una injuria; necesario es no creer en ello fácilmente, ni ceder ni aun a aquellas cosas que nos parecen evidentes, porque con frecuencia lo falso tiene las mismas apariencias que lo verdadero. Indispensable es conceder siempre un plazo; el tiempo descubre la verdad. No prestemos complaciente oído a los que acriminan: conozcamos bien y desconfiemos de este vicio de la naturaleza humana, por el cual creemos de buen grado lo que nos disgusta saber, y nos irritamos antes de juzgar."
